naics,naics_title,match_level,short_title,short_label,full_label
336390,Other Motor Vehicle Parts Manufacturing,exact,Other Motor Vehicle Parts Mfg,336390 | Other Motor Vehicle Parts Mfg,336390 - Other Motor Vehicle Parts Manufacturing
336411,Aircraft Manufacturing,exact,Aircraft Mfg,336411 | Aircraft Mfg,336411 - Aircraft Manufacturing
336412,Aircraft Engine and Engine Parts Manufacturing,exact,Aircraft Engine & Engine Parts Mfg,336412 | Aircraft Engine & Engine Parts Mfg,336412 - Aircraft Engine and Engine Parts Manufacturing
336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,exact,Other Aircraft Parts & Auxiliary Equi...,336413 | Other Aircraft Parts & Auxiliary Equi...,336413 - Other Aircraft Parts and Auxiliary Equipment Manufacturing
336414,Guided Missile and Space Vehicle Manufacturing,exact,Guided Missile & Space Vehicle Mfg,336414 | Guided Missile & Space Vehicle Mfg,336414 - Guided Missile and Space Vehicle Manufacturing
336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,exact,Guided Missile & Space Vehicle Propul...,336415 | Guided Missile & Space Vehicle Propul...,336415 - Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing
336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,exact,Other Guided Missile & Space Vehicle ...,336419 | Other Guided Missile & Space Vehicle ...,336419 - Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing
336510,Railroad Rolling Stock Manufacturing,exact,Railroad Rolling Stock Mfg,336510 | Railroad Rolling Stock Mfg,336510 - Railroad Rolling Stock Manufacturing
336611,Ship Building and Repairing,exact,Ship Building & Repairing,336611 | Ship Building & Repairing,336611 - Ship Building and Repairing
336612,Boat Building,exact,Boat Building,336612 | Boat Building,336612 - Boat Building
336991,"Motorcycle, Bicycle, and Parts Manufacturing",exact,"Motorcycle, Bicycle, & Parts Mfg","336991 | Motorcycle, Bicycle, & Parts Mfg","336991 - Motorcycle, Bicycle, and Parts Manufacturing"
336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",exact,"Military Armored Vehicle, Tank, & Tan...","336992 | Military Armored Vehicle, Tank, & Tan...","336992 - Military Armored Vehicle, Tank, and Tank Component Manufacturing"
336999,All Other Transportation Equipment Manufacturing,exact,All Other Transport Equip Mfg,336999 | All Other Transport Equip Mfg,336999 - All Other Transportation Equipment Manufacturing
337110,Wood Kitchen Cabinet and Countertop Manufacturing,exact,Wood Kitchen Cabinet & Countertop Mfg,337110 | Wood Kitchen Cabinet & Countertop Mfg,337110 - Wood Kitchen Cabinet and Countertop Manufacturing
337121,Upholstered Household Furniture Manufacturing,exact,Upholstered Household Furn Mfg,337121 | Upholstered Household Furn Mfg,337121 - Upholstered Household Furniture Manufacturing
337122,Nonupholstered Wood Household Furniture Manufacturing,exact,Nonupholstered Wood Household Furn Mfg,337122 | Nonupholstered Wood Household Furn Mfg,337122 - Nonupholstered Wood Household Furniture Manufacturing
337124,Household and Institutional Furniture ManufacturingT,prefix_5_digit,Household & Institutional Furn MfgT,337124 | Household & Institutional Furn MfgT,337124 - Household and Institutional Furniture ManufacturingT
337125,Household and Institutional Furniture ManufacturingT,prefix_5_digit,Household & Institutional Furn MfgT,337125 | Household & Institutional Furn MfgT,337125 - Household and Institutional Furniture ManufacturingT
337127,Institutional Furniture Manufacturing,exact,Institutional Furn Mfg,337127 | Institutional Furn Mfg,337127 - Institutional Furniture Manufacturing
337211,Wood Office Furniture Manufacturing,exact,Wood Office Furn Mfg,337211 | Wood Office Furn Mfg,337211 - Wood Office Furniture Manufacturing
337212,Custom Architectural Woodwork and Millwork Manufacturing,exact,Custom Architectural Woodwork & Millw...,337212 | Custom Architectural Woodwork & Millw...,337212 - Custom Architectural Woodwork and Millwork Manufacturing
337214,Office Furniture (except Wood) Manufacturing,exact,Office Furn (except Wood) Mfg,337214 | Office Furn (except Wood) Mfg,337214 - Office Furniture (except Wood) Manufacturing
337215,"Showcase, Partition, Shelving, and Locker Manufacturing",exact,"Showcase, Partition, Shelving, & Lock...","337215 | Showcase, Partition, Shelving, & Lock...","337215 - Showcase, Partition, Shelving, and Locker Manufacturing"
337910,Mattress Manufacturing,exact,Mattress Mfg,337910 | Mattress Mfg,337910 - Mattress Manufacturing
337920,Blind and Shade Manufacturing,exact,Blind & Shade Mfg,337920 | Blind & Shade Mfg,337920 - Blind and Shade Manufacturing
339112,Surgical and Medical Instrument Manufacturing,exact,Surgical & Med Instrument Mfg,339112 | Surgical & Med Instrument Mfg,339112 - Surgical and Medical Instrument Manufacturing
339113,Surgical Appliance and Supplies Manufacturing,exact,Surgical Appliance & Supp Mfg,339113 | Surgical Appliance & Supp Mfg,339113 - Surgical Appliance and Supplies Manufacturing
339114,Dental Equipment and Supplies Manufacturing,exact,Dental Equip & Supp Mfg,339114 | Dental Equip & Supp Mfg,339114 - Dental Equipment and Supplies Manufacturing
339115,Ophthalmic Goods Manufacturing,exact,Ophthalmic Goods Mfg,339115 | Ophthalmic Goods Mfg,339115 - Ophthalmic Goods Manufacturing
339116,Dental Laboratories,exact,Dental Laboratories,339116 | Dental Laboratories,339116 - Dental Laboratories
339910,Jewelry and Silverware Manufacturing,exact,Jewelry & Silverware Mfg,339910 | Jewelry & Silverware Mfg,339910 - Jewelry and Silverware Manufacturing
339920,Sporting and Athletic Goods Manufacturing,exact,Sporting & Athletic Goods Mfg,339920 | Sporting & Athletic Goods Mfg,339920 - Sporting and Athletic Goods Manufacturing
339930,"Doll, Toy, and Game Manufacturing",exact,"Doll, Toy, & Game Mfg","339930 | Doll, Toy, & Game Mfg","339930 - Doll, Toy, and Game Manufacturing"
339940,Office Supplies (except Paper) Manufacturing,exact,Office Supp (except Paper) Mfg,339940 | Office Supp (except Paper) Mfg,339940 - Office Supplies (except Paper) Manufacturing
339950,Sign Manufacturing,exact,Sign Mfg,339950 | Sign Mfg,339950 - Sign Manufacturing
339991,"Gasket, Packing, and Sealing Device Manufacturing",exact,"Gasket, Packing, & Sealing Device Mfg","339991 | Gasket, Packing, & Sealing Device Mfg","339991 - Gasket, Packing, and Sealing Device Manufacturing"
339992,Musical Instrument Manufacturing,exact,Musical Instrument Mfg,339992 | Musical Instrument Mfg,339992 - Musical Instrument Manufacturing
339993,"Fastener, Button, Needle, and Pin Manufacturing",exact,"Fastener, Button, Needle, & Pin Mfg","339993 | Fastener, Button, Needle, & Pin Mfg","339993 - Fastener, Button, Needle, and Pin Manufacturing"
339994,"Broom, Brush, and Mop Manufacturing",exact,"Broom, Brush, & Mop Mfg","339994 | Broom, Brush, & Mop Mfg","339994 - Broom, Brush, and Mop Manufacturing"
339995,Burial Casket Manufacturing,exact,Burial Casket Mfg,339995 | Burial Casket Mfg,339995 - Burial Casket Manufacturing
339999,All Other Miscellaneous Manufacturing,exact,All Other Misc Mfg,339999 | All Other Misc Mfg,339999 - All Other Miscellaneous Manufacturing
