naics,naics_title,short_title,short_label,full_label,match_level,avg_baseline_productivity,avg_scenario_productivity,avg_baseline_revenue,avg_scenario_revenue,prod_change,prod_pct_change,revenue_change,revenue_pct_change
321114,Wood Preservation,Wood Preservation,321114 | Wood Preservation,321114 - Wood Preservation,exact,193.87924,193.87924,693.07947,693.07947,0.0,0.0,0.0,0.0
321211,Hardwood Veneer and Plywood Manufacturing,Hardwood Veneer & Plywood Mfg,321211 | Hardwood Veneer & Plywood Mfg,321211 - Hardwood Veneer and Plywood Manufacturing,exact,111.936,111.936,282.26556,282.26556,0.0,0.0,0.0,0.0
321212,Softwood Veneer and Plywood Manufacturing,Softwood Veneer & Plywood Mfg,321212 | Softwood Veneer & Plywood Mfg,321212 - Softwood Veneer and Plywood Manufacturing,exact,198.88208,198.88208,350.22284,350.22284,0.0,0.0,0.0,0.0
321213,"Veneer, Plywood, and Engineered Wood Product ManufacturingT","Veneer, Plywood, & Engineered Wood Pr...","321213 | Veneer, Plywood, & Engineered Wood Pr...","321213 - Veneer, Plywood, and Engineered Wood Product ManufacturingT",prefix_5_digit,147.7449,147.7449,419.07642,419.07642,0.0,0.0,0.0,0.0
321214,"Veneer, Plywood, and Engineered Wood Product ManufacturingT","Veneer, Plywood, & Engineered Wood Pr...","321214 | Veneer, Plywood, & Engineered Wood Pr...","321214 - Veneer, Plywood, and Engineered Wood Product ManufacturingT",prefix_5_digit,113.06796,113.06796,203.81985,203.81985,0.0,0.0,0.0,0.0
321219,Reconstituted Wood Product Manufacturing,Reconstituted Wood Prod Mfg,321219 | Reconstituted Wood Prod Mfg,321219 - Reconstituted Wood Product Manufacturing,exact,253.70813,253.70813,553.1228,553.1228,0.0,0.0,0.0,0.0
321911,Wood Window and Door Manufacturing,Wood Window & Door Mfg,321911 | Wood Window & Door Mfg,321911 - Wood Window and Door Manufacturing,exact,116.769356,116.769356,226.62053,226.62053,0.0,0.0,0.0,0.0
321912,"Cut Stock, Resawing Lumber, and Planing","Cut Stock, Resawing Lumber, & Planing","321912 | Cut Stock, Resawing Lumber, & Planing","321912 - Cut Stock, Resawing Lumber, and Planing",exact,131.70973,131.70973,291.1711,291.1711,0.0,0.0,0.0,0.0
321918,Other Millwork (including Flooring),Other Millwork (including Flooring),321918 | Other Millwork (including Flooring),321918 - Other Millwork (including Flooring),exact,110.1041,110.1041,280.16473,280.16473,0.0,0.0,0.0,0.0
321920,Wood Container and Pallet Manufacturing,Wood Container & Pallet Mfg,321920 | Wood Container & Pallet Mfg,321920 - Wood Container and Pallet Manufacturing,exact,97.42701,97.42701,199.90395,199.90395,0.0,0.0,0.0,0.0
321991,Manufactured Home (Mobile Home) Manufacturing,Manufactured Home (Mobile Home) Mfg,321991 | Manufactured Home (Mobile Home) Mfg,321991 - Manufactured Home (Mobile Home) Manufacturing,exact,95.13023,95.13023,212.57312,212.57312,0.0,0.0,0.0,0.0
321992,Prefabricated Wood Building Manufacturing,Prefabricated Wood Building Mfg,321992 | Prefabricated Wood Building Mfg,321992 - Prefabricated Wood Building Manufacturing,exact,100.40425,100.40425,225.09366,225.09366,0.0,0.0,0.0,0.0
321999,All Other Miscellaneous Wood Product Manufacturing,All Other Misc Wood Prod Mfg,321999 | All Other Misc Wood Prod Mfg,321999 - All Other Miscellaneous Wood Product Manufacturing,exact,131.12805,131.12805,256.28458,256.28458,0.0,0.0,0.0,0.0
322110,Pulp Mills,Pulp Mills,322110 | Pulp Mills,322110 - Pulp Mills,exact,373.84787,373.84787,731.14355,731.14355,0.0,0.0,0.0,0.0
322121,Paper MillsT,Paper MillsT,322121 | Paper MillsT,322121 - Paper MillsT,prefix_5_digit,372.98218,372.98218,720.9607,720.9607,0.0,0.0,0.0,0.0
322122,Paper MillsT,Paper MillsT,322122 | Paper MillsT,322122 - Paper MillsT,prefix_5_digit,342.33698,342.33698,789.0942,789.0942,0.0,0.0,0.0,0.0
322130,Paperboard Mills,Paperbd Mills,322130 | Paperbd Mills,322130 - Paperboard Mills,exact,452.67462,452.67462,711.4543,711.4543,0.0,0.0,0.0,0.0
322211,Corrugated and Solid Fiber Box Manufacturing,Corrugated & Solid Fiber Box Mfg,322211 | Corrugated & Solid Fiber Box Mfg,322211 - Corrugated and Solid Fiber Box Manufacturing,exact,188.95844,188.95844,487.03043,487.03043,0.0,0.0,0.0,0.0
322212,Folding Paperboard Box Manufacturing,Folding Paperbd Box Mfg,322212 | Folding Paperbd Box Mfg,322212 - Folding Paperboard Box Manufacturing,exact,157.96417,157.96417,366.70343,366.70343,0.0,0.0,0.0,0.0
322219,Other Paperboard Container Manufacturing,Other Paperbd Container Mfg,322219 | Other Paperbd Container Mfg,322219 - Other Paperboard Container Manufacturing,exact,180.73863,180.73863,359.8817,359.8817,0.0,0.0,0.0,0.0
